id,data_reclamacao,canal,texto_reclamacao,produto,status
REC-2026-00556,2025-10-17,Ouvidoria,"Apareceram duas transferências via Pix na minha conta corrente que eu NÃO fiz. Uma de R$ 1.200 e outra de R$ 800, as duas no mesmo dia, de madrugada, enquanto eu estava dormindo. Que merda é essa? Alguém acessou minha conta e eu nem recebi notificação nenhuma. Liguei pro banco e me mandaram ir na agência com documento. Fui na agência e me disseram pra ligar pro SAC. É uma piada isso? Meu dinheiro sumiu e ninguém resolve nada. Quero o estorno imediato e uma explicação de como conseguiram acessar minha conta. Se o banco não me devolver esse dinheiro em cinco dias, vou registrar B.O. e entrar com ação.",Conta Corrente,Aberta
REC-2026-00623,2025-10-17,Redes Sociais,"Venho por meio desta registrar reclamação formal referente ao encerramento unilateral da minha conta corrente sem qualquer aviso prévio ou justificativa plausível. Na data de 12/03/2026, ao tentar acessar minha conta pelo aplicativo, recebi a mensagem de que a conta estava bloqueada. Ao comparecer à agência, fui informado de que a conta havia sido encerrada por decisão interna do banco, sem detalhamento. Possuo salário depositado nessa conta e compromissos em débito automático que foram prejudicados. Informo que já protocolei reclamação junto ao Banco Central sob o número de protocolo e que, caso não haja resolução em até cinco dias úteis, tomarei as medidas cabíveis junto ao Procon e à Defensoria Pública. Aguardo retorno imediato.",Conta Corrente,Em análise
REC-2026-00575,2025-10-18,Banco Central,"Venho por meio desta solicitar o cancelamento imediato do contrato de empréstimo consignado vinculado à conta 34821-7, em nome de Roberto Farias Guimarães. Realizei a solicitação de cancelamento dentro do prazo de sete dias previsto no Código de Defesa do Consumidor, porém o banco segue processando os descontos em folha normalmente. Já registrei três protocolos de atendimento e nenhum foi resolvido. Caso o cancelamento não seja efetivado e os valores já descontados não sejam estornados em até cinco dias úteis, irei formalizar reclamação junto ao Banco Central e ao Procon, além de buscar orientação jurídica para as medidas cabíveis.",Empréstimo,Em análise
REC-2026-00362,2025-10-18,Redes Sociais,"Eu não aguento mais ligar para o banco e ficar horas esperando atendimento. Já tentei pelo telefone, pelo chat do aplicativo e até fui na agência, mas ninguém resolve nada. Fico sendo transferido de um setor para outro e cada atendente pede pra eu explicar tudo de novo. Parece que ninguém tem interesse em ajudar o cliente. Estou desesperado porque preciso resolver uma pendência simples e já perdi três tardes inteiras tentando falar com alguém que realmente possa me ajudar. É um descaso total com o consumidor.",,Aberta
REC-2026-00317,2025-10-18,SAC,"Que lindo, hein? Entro no aplicativo da minha conta corrente e vejo duas compras no débito que eu jamais fiz: uma de R$ 212,00 numa loja online e outra de R$ 78,50 num posto de gasolina em outro estado. Moro em Belo Horizonte e aparentemente meu cartão tava passeando por Recife. Fantástico o sistema de segurança de vocês! Meu CPF é 529.143.780-66 e estou aguardando alguma providência. Já bloqueei o cartão pelo app, mas seria interessante se o banco também demonstrasse algum interesse em investigar como meus dados foram parar nas mãos de terceiros. Ou isso é pedir demais?",Conta Corrente,Resolvida
REC-2026-00496,2025-10-19,Redes Sociais,"Prezados, venho formalmente reportar a ocorrência de transações não reconhecidas em minha conta corrente. No dia 14 de março de 2026, identifiquei dois débitos nos valores de R$ 2.340,00 e R$ 1.875,00 que não foram realizados por mim. Imediatamente entrei em contato com a central de atendimento e solicitei o bloqueio temporário da conta, porém fui informado de que a análise poderia levar até 30 dias úteis. Considero o prazo excessivo dado que se trata de possível fraude e o valor total envolvido é significativo. Solicito que seja realizada uma investigação prioritária e que os valores sejam estornados provisoriamente enquanto a apuração estiver em andamento, conforme previsto na regulamentação vigente.",,Aberta
REC-2026-00628,2025-10-19,SAC,"Que maravilha, hein? Meu cartão de crédito, aquele que tem anuidade de quase 500 reais por ano, simplesmente parou de funcionar no exterior. Estou aqui no aeroporto de Lisboa, tentando pagar um café — um café! — e o cartão recusa. Liguei na central internacional que vocês tanto divulgam como benefício premium e fiquei 47 minutos na espera. Quando finalmente atenderam, me disseram que era um bloqueio de segurança e que eu deveria ter avisado sobre a viagem. Engraçado, porque eu avisei pelo app há duas semanas. Mas claro, o sistema de vocês é tão eficiente que nem registrou. Parabéns pelo serviço nota dez.",Cartão de Crédito,Aberta
REC-2026-00591,2025-10-19,SAC,"Oi, to tentando cancelar meu seguro residencial faz umas 2 semanas e vcs não param de enrolar 😩 Meu CPF é 728.193.445-67, da uma olhada ai pfvr. Mandei msg pelo chat, liguei 2x e na agencia disseram q o cancelamento era só pelo telefone. Liguei de novo e falaram q demora até 30 dias uteis!! Gente, é só um cancelamento, pq tanta burocracia?? To pagando um negocio q nem quero mais, isso n faz sentido nenhum. Se n cancelarem logo vou ter q ir atras do Procon pq ja to gastando dinhero atoa. Me ajudem ai pq to precisando resolver isso urgente 🙏",Seguros,Resolvida
REC-2026-00454,2025-10-20,Ouvidoria,"Gostaria de relatar uma situação com meu seguro residencial. Ao acessar a área do cliente no aplicativo do banco, percebi que havia uma alteração no meu plano de seguro que eu não solicitei. O valor da cobertura foi reduzido e apareceu um endosso datado de 12 de janeiro que não reconheço. Não recebi nenhum e-mail ou notificação sobre essa mudança. Parece que alguém acessou minha conta e fez essa modificação. Já troquei minha senha e ativei a verificação em duas etapas, mas preciso que investiguem quem fez essa alteração e restabeleçam a cobertura original. Vou registrar a ocorrência no Banco Central caso não obtenha resposta em prazo razoável.",Seguros,Em análise
REC-2026-00608,2025-10-20,SAC,"ola, preciso cancelar meu emprestimo pessoal q fiz em janeiro, ja paguei 2 parcelas mas to sem condiçao de continuar pagando pq perdi o emprego 😞 liguei la e me falaram q tem multa de quase 800 reais pra antecipar o cancelamento, mas acho q isso ta errado pq no contrato dizia q podia quitar antecipado sem custo nos primeiros 90 dias. alguem sabe como faço pra resolver? tentei pelo app mas n achei a opçao de cancelar. se puderem me retornar rapido agradeço mto pq ja to com a proxima parcela vencendo semana q vem 🙏",Empréstimo,Resolvida
REC-2026-00176,2025-10-21,Banco Central,"Faz mais de sessenta dias que solicitei o reembolso do seguro residencial que cancelei e até agora nada. Quando cancelei me informaram que o valor proporcional seria devolvido em até trinta dias úteis, mas já passou e ninguém me dá uma posição concreta. Ligo e cada vez falam um prazo diferente. Estou bem desanimado com essa situação. Sei que não é um valor enorme, mas é um direito meu receber de volta. Gostaria apenas que alguém com competência analisasse meu caso e fizesse a devolução conforme prometido.",Seguros,Em análise
REC-2026-00466,2025-10-21,Banco Central,"Meu nome é Ricardo Fernandes de Oliveira, titular da conta 48271-3, e estou puto da vida com esse banco! Faz mais de 40 dias que estou tentando resolver um problema ridículo no meu extrato e ninguém faz absolutamente NADA. Toda vez é a mesma enrolação, o mesmo protocolo inútil que não serve para droga nenhuma. Vocês acham que cliente é palhaço? Estou com um débito automático cadastrado que eu já pedi pra cancelar CINCO vezes e continua caindo todo mês. Que merda de atendimento é esse? Vou entrar no Reclame Aqui, vou no Procon, vou fazer o diabo até resolverem meu problema. É um absurdo um banco desse tamanho tratar o cliente dessa forma!",Conta Corrente,Em análise
REC-2026-00354,2025-10-21,Banco Central,"Estou completamente desesperada e não sei mais o que fazer. Meu cartão de crédito está vindo com cobranças que eu não reconheço há três meses consecutivos. Primeiro veio uma taxa de anuidade que me garantiram ser isenta quando fiz a adesão, depois apareceu um seguro que nunca contratei no valor de R$ 34,90 mensais. Já são mais de R$ 200 cobrados indevidamente e eu simplesmente não consigo resolver. Toda vez que ligo, me transferem de setor e a ligação cai. Estou com medo de isso afetar meu nome porque não vou pagar por algo que não devo. Preciso que alguém olhe meu caso com atenção, por favor.",Cartão de Crédito,Aberta
REC-2026-00267,2025-10-21,Banco Central,"PELO AMOR DE DEUS, PRECISO DE AJUDA URGENTE! Apareceram DOIS empréstimos na minha conta que eu NÃO fiz, totalizando R$ 18.500,00. Eu não contratei nada disso, alguém acessou minha conta e fez essas operações sem minha autorização. Eu descobri ontem quando fui pagar uma conta e vi que meu limite tinha sumido. Estou desesperado porque já estão descontando as parcelas do meu salário. Fui na agência e me mandaram ligar pro SAC, liguei pro SAC e me mandaram na agência. Ninguém resolve nada! Já fiz boletim de ocorrência e registrei reclamação no Banco Central. Se não resolverem em 24 horas vou procurar o Procon e um advogado, porque isso é um absurdo. Estou sem condições de pagar minhas contas por causa dessa fraude.",Empréstimo,Aberta
REC-2026-00589,2025-10-21,Redes Sociais,"Eu não acredito no que vocês fizeram com meu empréstimo! Contratei um crédito pessoal com parcela fixa de R$ 890,00 e agora tão cobrando R$ 1.340,00 sem nenhuma explicação! Meu CPF é 341.872.956-04, podem verificar aí no sistema. Liguei pro SAC e a atendente simplesmente não soube explicar de onde saiu esse aumento absurdo. Isso é sacanagem com o cliente! Preciso desse dinheiro pra pagar minhas contas e vocês ficam enfiando taxa escondida. Se não corrigirem isso URGENTE e me mandarem um extrato detalhado explicando cada centavo cobrado, vou direto no Procon e no Banco Central. Já perdi a paciência com esse banco, é um desrespeito total!",Empréstimo,Aberta
REC-2026-00483,2025-10-22,Banco Central,"gente to mto preocupado pq apareceu um emprestimo de 15 mil no meu app q eu NUNCA pedi 😱😱 tipo do nada apareceu la emprestimo contratado e o dinheiro ja saiu da conta!! eu nao fiz isso nao, alguem entrou na minha conta e contratou esse negocio. ja liguei no banco e ngm resolve nada, fica me transferindo de um setor pro outro. to com medo de ficar devendo isso tudo sem ter culpa nenhuma. o pior é q mudaram meu email de contato tb, ou seja alguem teve acesso total. se nao resolverem vou no procon e no reclame aqui pq isso é um absurdo, n é possivel q o sistema de vcs seja tão fragil assim",Empréstimo,Em análise
REC-2026-00548,2025-10-22,Ouvidoria,"oi, meu nome é Ricardo Almeida Batista e to com um problema chato na minha conta corrente 😒 tão me cobrando uma tarifa de manutenção q eu não deveria pagar pq meu pacote é o básico gratuito. Já faz uns 3 meses q vem descontando R$ 32,50 todo mês e eu só percebi agr q fui olhar o extrato direitinho. Ou seja, já perdí quase cem reais por causa disso. Mandei mensagem pelo chat do app e a atendente falou q ia abrir um chamado mas até agr nada. Alguem pode me ajudar a receber esse dinhero de volta? Obrigado 🙏",Conta Corrente,Resolvida
REC-2026-00327,2025-10-22,Ouvidoria,"Solicito o cancelamento do meu contrato de empréstimo pessoal. Contratei o empréstimo há cerca de seis meses, mas minha situação financeira mudou e gostaria de quitar antecipadamente e encerrar o contrato. Já tentei fazer isso pelo aplicativo, mas a opção de quitação antecipada não aparece disponível. Liguei para a central e me informaram que preciso ir a uma agência, o que dificulta bastante para mim. Gostaria de saber quais são as condições para quitação antecipada, o valor atualizado do saldo devedor e se existe alguma forma de realizar esse procedimento de forma remota, sem necessidade de deslocamento até uma agência física.",Empréstimo,Aberta
